Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
LNCOC1		8q24.3	AMP	1218	20261	6.0%	No
TBXT		6q27	AMP	137	20261	0.7%	No
TTC27		2p22.3	AMP	187	20261	0.9%	No
CSNK1G1		15q22.31	HOMDEL	116	20261	0.6%	No
FILIP1		6q14.1	HOMDEL	291	20261	1.4%	No
IL6ST		5q11.2	AMP	226	20261	1.1%	Yes
IL1RAPL2		Xq22.3	HOMDEL	385	20261	1.9%	No
BLNK		10q24.1	HOMDEL	464	20261	2.3%	No
SDHC		1q23.3	HOMDEL	26	20261	0.1%	Yes
DROSHA		5p13.3	HOMDEL	92	20261	0.5%	Yes
SAMD9		7q21.2	HOMDEL	296	20261	1.5%	Yes
PTPRM		18p11.23	AMP	258	20261	1.3%	No
NAA25		12q24.13	AMP	287	20261	1.4%	No
PDE4D		5q11.2-q12.1	HOMDEL	336	20261	1.7%	No
UNC80		2q34	AMP	140	20261	0.7%	No
COBL		7p12.1	AMP	854	20261	4.2%	No
TMPRSS4		11q23.3	AMP	180	20261	0.9%	No
INPP4B		4q31.21	AMP	186	20261	0.9%	Yes
BCL2A1		15q25.1	HOMDEL	110	20261	0.5%	No
GSN		9q33.2	HOMDEL	184	20261	0.9%	No
LRP1B		2q22.1-q22.2	HOMDEL	174	20261	0.9%	Yes
RAD51D		17q12	HOMDEL	126	20261	0.6%	Yes
ASXL1		20q11.21	HOMDEL	57	20261	0.3%	Yes
KCNB1		20q13.13	AMP	822	20261	4.1%	No
ELOC		8q21.11	HOMDEL	39	20261	0.2%	Yes
BOP1		8q24.3	AMP	591	20261	2.9%	No
MTOR		1p36.22	HOMDEL	614	20261	3.0%	Yes
RSPO2		8q23.1	HOMDEL	118	20261	0.6%	Yes
FOXL2		3q22.3	HOMDEL	239	20261	1.2%	Yes
HSPA5		9q33.3	AMP	197	20261	1.0%	No
C5ORF34		5p12	HOMDEL	37	20261	0.2%	No
TBCD		17q25.3	AMP	550	20261	2.7%	No
ASTN2		9q33.1	AMP	358	20261	1.8%	No
TNRC6B		22q13.1	AMP	132	20261	0.7%	No
HEBP1		12p13.1	AMP	392	20261	1.9%	No
NCOA3		20q13.12	AMP	1312	20261	6.5%	Yes
HGF		7q21.11	AMP	1384	20261	6.8%	Yes
SMARCE1		17q21.2	HOMDEL	108	20261	0.5%	Yes
HSPA5		9q33.3	HOMDEL	147	20261	0.7%	No
CCM2		7p13	AMP	567	20261	2.8%	No
ACTC1		15q14	HOMDEL	237	20261	1.2%	No
CAPZA2		7q31.2	AMP	630	20261	3.1%	No
ZNF804B		7q21.13	AMP	1405	20261	6.9%	No
DLGAP1		18p11.31	AMP	268	20261	1.3%	No
KLHL1		13q21.33	HOMDEL	316	20261	1.6%	No
SMARCA2		9p24.3	HOMDEL	883	20261	4.4%	Yes
NRCAM		7q31.1	HOMDEL	33	20261	0.2%	No
TNIP1		5q33.1	AMP	228	20261	1.1%	No
SYNE2		14q23.2	HOMDEL	457	20261	2.3%	No
C9ORF116		9q34.3	HOMDEL	241	20261	1.2%	No
TBCE		1q42.3	AMP	491	20261	2.4%	No
VPS41		7p14.1	AMP	889	20261	4.4%	No
KAT2B		3p24.3	HOMDEL	210	20261	1.0%	No
GLRX5		14q32.13	HOMDEL	217	20261	1.1%	No
CSMD1		8p23.2	HOMDEL	843	20261	4.2%	No
ARMC8		3q22.3	HOMDEL	101	20261	0.5%	No
MAGEB10		Xp21.3	AMP	253	20261	1.2%	No
NR1H4		12q23.1	AMP	216	20261	1.1%	No
ITCH		20q11.22	AMP	1264	20261	6.2%	No
CAST		5q15	AMP	115	20261	0.6%	No
CREBRF		5q35.1	HOMDEL	105	20261	0.5%	No
KDM4C		9p24.1	HOMDEL	518	20261	2.6%	Yes
PRUNE2		9q21.2	HOMDEL	349	20261	1.7%	No
SETBP1		18q12.3	HOMDEL	596	20261	2.9%	Yes
CHST11		12q23.3	HOMDEL	169	20261	0.8%	No
GRTP1		13q34	AMP	183	20261	0.9%	No
CCDC148		2q24.1	HOMDEL	46	20261	0.2%	No
CMTM8		3p22.3	AMP	97	20261	0.5%	No
NRIP1		21q11.2-q21.1	AMP	279	20261	1.4%	No
PRKD3		2p22.2	AMP	185	20261	0.9%	No
INHBA		7p14.1	HOMDEL	136	20261	0.7%	Yes
WDR3		1p12	AMP	125	20261	0.6%	No
TEX11		Xq13.1	HOMDEL	172	20261	0.8%	No
SCRN1		7p14.3	HOMDEL	58	20261	0.3%	No
CHL1		3p26.3	AMP	128	20261	0.6%	No
SLC24A3		20p11.23	AMP	777	20261	3.8%	No
MDGA2		14q21.3	AMP	325	20261	1.6%	No
TCF7L2		10q25.2-q25.3	HOMDEL	810	20261	4.0%	Yes
ZFHX4		8q21.13	AMP	1747	20261	8.6%	No
BMP7		20q13.31	HOMDEL	29	20261	0.1%	No
HSPA2		14q23.3	AMP	127	20261	0.6%	No
MLH1		3p22.2	HOMDEL	419	20261	2.1%	Yes
RECQL4		8q24.3	AMP	1306	20261	6.4%	Yes
MARCH1		4q32.2-q32.3	AMP	66	20261	0.3%	No
ATL1		14q22.1	HOMDEL	172	20261	0.8%	No
ST3GAL6		3q12.1	HOMDEL	125	20261	0.6%	No
BTBD9		6p21.2	AMP	403	20261	2.0%	No
PCSK6		15q26.3	AMP	371	20261	1.8%	No
SLC22A2		6q25.3	HOMDEL	311	20261	1.5%	No
MAPK14		6p21.31	HOMDEL	85	20261	0.4%	No
CA10		17q21.33-q22	HOMDEL	64	20261	0.3%	No
CREB5		7p15.1	HOMDEL	133	20261	0.7%	No
ATAD1		10q23.31	HOMDEL	426	20261	2.1%	No
DMRT1		9p24.3	HOMDEL	503	20261	2.5%	No
EZH2		7q36.1	HOMDEL	114	20261	0.6%	Yes
OR4N2		14q11.2	AMP	383	20261	1.9%	No
LINC00673		17q24.3	AMP	378	20261	1.9%	No
DIS3		13q21.33	HOMDEL	680	20261	3.4%	Yes
POLR2A		17p13.1	HOMDEL	463	20261	2.3%	No
DDX3X		Xp11.4	HOMDEL	501	20261	2.5%	Yes
SMYD3		1q44	AMP	811	20261	4.0%	Yes
INTS1		7p22.3	HOMDEL	104	20261	0.5%	No
TMEM132C		12q24.32-q24.33	HOMDEL	239	20261	1.2%	No
TTC17		11p12-p11.2	AMP	82	20261	0.4%	No
DYNC1I1		7q21.3	AMP	1457	20261	7.2%	No
CACNA1C		12p13.33	HOMDEL	116	20261	0.6%	No
RHCG		15q26.1	HOMDEL	85	20261	0.4%	No
GPR75-ASB3		2p16.2	AMP	159	20261	0.8%	No
VRK2		2p16.1	AMP	155	20261	0.8%	No
TRAF3IP2		6q21	AMP	127	20261	0.6%	No
NOTCH2		1p12	HOMDEL	321	20261	1.6%	Yes
KCNIP1		5q35.1	HOMDEL	134	20261	0.7%	No
CPED1		7q31.31	HOMDEL	50	20261	0.2%	No
DACH2		Xq21.2	HOMDEL	391	20261	1.9%	No
STAC		3p22.3-p22.2	HOMDEL	228	20261	1.1%	No
ARMH4		14q23.1	HOMDEL	223	20261	1.1%	No
CASC17		17q24.3	AMP	621	20261	3.1%	No
RSPO3		6q22.33	HOMDEL	796	20261	3.9%	Yes
AARSD1		17q21.31	AMP	315	20261	1.6%	No
RARB		3p24.2	HOMDEL	398	20261	2.0%	No
VASP		19q13.32	HOMDEL	230	20261	1.1%	No
NR1D2		3p24.2	AMP	100	20261	0.5%	No
ALOX5AP		13q12.3	HOMDEL	291	20261	1.4%	No
UNC13C		15q21.3	HOMDEL	194	20261	1.0%	No
PDE7B		6q23.3	HOMDEL	248	20261	1.2%	No
BACH2		6q15	HOMDEL	369	20261	1.8%	Yes
ANKRD26P1		16q11.2	HOMDEL	191	20261	0.9%	No
RGS17		6q25.2	HOMDEL	609	20261	3.0%	No
MYNN		3q26.2	AMP	383	20261	1.9%	No
DDX31		9q34.13	HOMDEL	198	20261	1.0%	No
ESRRG		1q41	AMP	792	20261	3.9%	No
ARHGAP44		17p12	HOMDEL	346	20261	1.7%	No
ROBO2		3p12.3	HOMDEL	218	20261	1.1%	No
TMEM106A		17q21.31	AMP	335	20261	1.7%	No
FBXO16		8p21.1	HOMDEL	461	20261	2.3%	No
LOC283435		12q24.32	AMP	171	20261	0.8%	No
BUB1		2q13	HOMDEL	43	20261	0.2%	No
GFRA1		10q25.3	AMP	99	20261	0.5%	No
ATF7		12q13.13	HOMDEL	60	20261	0.3%	No
AUTS2		7q11.22	HOMDEL	40	20261	0.2%	No
KCNAB1		3q25.31	AMP	724	20261	3.6%	No
RBM47		4p14	HOMDEL	113	20261	0.6%	No
PTCH2		1p34.1	AMP	305	20261	1.5%	No
DOK6		18q22.2	HOMDEL	606	20261	3.0%	No
PPAN		19p13.2	AMP	329	20261	1.6%	No
MYCN		2p24.3	HOMDEL	167	20261	0.8%	Yes
COX10-AS1		17p12	AMP	180	20261	0.9%	No
MBNL1		3q25.1-q25.2	HOMDEL	103	20261	0.5%	No
ATXN2		12q24.12	HOMDEL	91	20261	0.4%	Yes
AUTS2		7q11.22	AMP	735	20261	3.6%	No
EPOR		19p13.2	HOMDEL	283	20261	1.4%	Yes
CSMD3		8q23.3	AMP	1805	20261	8.9%	No
SLC15A1		13q32.2-q32.3	HOMDEL	292	20261	1.4%	No
MTCL1		18p11.22	HOMDEL	163	20261	0.8%	No
DAAM1		14q23.1	HOMDEL	231	20261	1.1%	No
CDKN1B		12p13.1	HOMDEL	247	20261	1.2%	Yes
CYSLTR2		13q14.2	AMP	187	20261	0.9%	Yes
SNCAIP		5q23.2	HOMDEL	324	20261	1.6%	Yes
NID2		14q22.1	AMP	128	20261	0.6%	No
PTH		11p15.3	HOMDEL	197	20261	1.0%	No
ZNF606		19q13.43	AMP	215	20261	1.1%	No
UROS		10q26.2	HOMDEL	449	20261	2.2%	No
MCOLN2		1p22.3	AMP	122	20261	0.6%	No
FAT1		4q35.2	AMP	266	20261	1.3%	Yes
SF3B1		2q33.1	HOMDEL	86	20261	0.4%	Yes
MBNL1		3q25.1-q25.2	AMP	453	20261	2.2%	No
AGBL1		15q25.3	AMP	269	20261	1.3%	No
DNM3		1q24.3	AMP	849	20261	4.2%	No
XKR3		22q11.1	HOMDEL	251	20261	1.2%	No
TSPAN5		4q23	AMP	59	20261	0.3%	No
ARID1A		1p36.11	AMP	195	20261	1.0%	Yes
CLASP2		3p22.3	HOMDEL	224	20261	1.1%	No
CASKIN1		16p13.3	HOMDEL	231	20261	1.1%	No
ETV6		12p13.2	HOMDEL	227	20261	1.1%	Yes
ENTPD1		10q24.1	HOMDEL	371	20261	1.8%	No
DMXL1		5q23.1	AMP	120	20261	0.6%	No
MITF		3p13	AMP	288	20261	1.4%	Yes
GRIP1		12q14.3	AMP	495	20261	2.4%	No
RICTOR		5p13.1	HOMDEL	79	20261	0.4%	Yes
REL		2p16.1	AMP	593	20261	2.9%	Yes
PPP1R16B		20q11.23	AMP	1099	20261	5.4%	No
TNFRSF11A		18q21.33	HOMDEL	250	20261	1.2%	Yes
NR6A1		9q33.3	HOMDEL	325	20261	1.6%	No
TOX3		16q12.1	HOMDEL	441	20261	2.2%	No
ATP8A2		13q12.13	HOMDEL	268	20261	1.3%	No
SRP19		5q22.2	AMP	314	20261	1.5%	No
PRDM2		1p36.21	HOMDEL	358	20261	1.8%	No
FANCD2		3p25.3	HOMDEL	194	20261	1.0%	Yes
PDPK1		16p13.3	AMP	1224	20261	6.0%	Yes
MRPL21		11q13.3	AMP	439	20261	2.2%	No
LDAH		2p24.1	HOMDEL	155	20261	0.8%	No
FPGT-TNNI3K		1p31.1	HOMDEL	199	20261	1.0%	No
MAGI1		3p14.1	AMP	80	20261	0.4%	No
MBOAT1		6p22.3	AMP	438	20261	2.2%	No
SS18		18q11.2	HOMDEL	413	20261	2.0%	Yes
FOXN2		2p16.3	HOMDEL	58	20261	0.3%	No
EPHA5		4q13.1-q13.2	HOMDEL	316	20261	1.6%	Yes
LMNTD1		12p12.1	HOMDEL	91	20261	0.4%	No
MYH7B		20q11.22	HOMDEL	26	20261	0.1%	No
LINC01681		1q24.2	AMP	843	20261	4.2%	No
TTC28		22q12.1	HOMDEL	274	20261	1.4%	No
COG2		1q42.2	AMP	809	20261	4.0%	No
AXIN1		16p13.3	HOMDEL	418	20261	2.1%	Yes
IMMP1L		11p13	AMP	95	20261	0.5%	No
ELMO2		20q13.12	HOMDEL	34	20261	0.2%	No
NAALADL2		3q26.31	AMP	362	20261	1.8%	No
SORCS1		10q25.1	HOMDEL	435	20261	2.1%	No
KCNQ5		6q13	AMP	188	20261	0.9%	No
DNMT3A		2p23.3	AMP	412	20261	2.0%	Yes
SLC7A8		14q11.2	AMP	395	20261	1.9%	No
LINC02350		12q24.32	AMP	50	20261	0.2%	No
IQGAP2		5q13.3	HOMDEL	194	20261	1.0%	No
HDAC9		7p21.1	HOMDEL	164	20261	0.8%	No
GATA1		Xp11.23	HOMDEL	501	20261	2.5%	Yes
LRRC8C		1p22.2	HOMDEL	325	20261	1.6%	No
MB		22q12.3	AMP	93	20261	0.5%	No
PRDX3		10q26.11	AMP	104	20261	0.5%	No
TFE3		Xp11.23	HOMDEL	608	20261	3.0%	Yes
SUPT3H		6p21.1	AMP	227	20261	1.1%	No
CSMD2		1p35.1	AMP	148	20261	0.7%	No
LDB2		4p15.32	HOMDEL	354	20261	1.7%	No
LINC02217		5p15.1	AMP	739	20261	3.6%	No
CUX1		7q22.1	AMP	1412	20261	7.0%	Yes
ADGB		6q24.3	HOMDEL	239	20261	1.2%	No
RSRC1		3q25.32	AMP	445	20261	2.2%	No
FRMD3		9q21.32	AMP	176	20261	0.9%	No
USH2A		1q41	AMP	1259	20261	6.2%	No
KLHL32		6q16.1	HOMDEL	275	20261	1.4%	No
CDK12		17q12	AMP	678	20261	3.3%	Yes
HSDL1		16q24.1	AMP	129	20261	0.6%	No
ANO2		12p13.31	AMP	746	20261	3.7%	No
PLCG2		16q23.3	HOMDEL	280	20261	1.4%	Yes
LINC00578		3q26.32	AMP	612	20261	3.0%	No
LINC01510		7q31.2	AMP	678	20261	3.3%	No
PBRM1		3p21.1	HOMDEL	492	20261	2.4%	Yes
NBPF19		1q21.2	AMP	103	20261	0.5%	No
RGS7		1q43|1q23.1	HOMDEL	130	20261	0.6%	No
ERAP2		5q15	HOMDEL	199	20261	1.0%	No
DNMT1		19p13.2	AMP	417	20261	2.1%	Yes
INPP5F		10q26.11	HOMDEL	377	20261	1.9%	No
TTC3		21q22.13	AMP	306	20261	1.5%	No
DLGAP2		8p23.3	AMP	420	20261	2.1%	No
CD99L2		Xq28	AMP	68	20261	0.3%	No
TMEM135		11q14.2	HOMDEL	187	20261	0.9%	No
NTM		11q25	AMP	289	20261	1.4%	No
LYRM7		5q23.3-q31.1	HOMDEL	117	20261	0.6%	No
CTSS		1q21.3	AMP	1032	20261	5.1%	No
SORCS2		4p16.1	HOMDEL	362	20261	1.8%	No
NRG1		8p12	AMP	493	20261	2.4%	Yes
FOCAD		9p21.3	AMP	196	20261	1.0%	No
CCBE1		18q21.32	HOMDEL	337	20261	1.7%	No
NQO2		6p25.2	HOMDEL	120	20261	0.6%	No
RAB31		18p11.22	AMP	256	20261	1.3%	No
PRMT8		12p13.32	AMP	473	20261	2.3%	No
PPAN		19p13.2	HOMDEL	140	20261	0.7%	No
LPIN2		18p11.31	AMP	161	20261	0.8%	No
DDX3X		Xp11.4	AMP	353	20261	1.7%	Yes
LINC00616		4q28.3	AMP	92	20261	0.5%	No
SGCZ		8p22	HOMDEL	807	20261	4.0%	No
PTCHD1-AS		Xp22.11	HOMDEL	522	20261	2.6%	No
ANO3		11p14.3-p14.2	HOMDEL	185	20261	0.9%	No
UNC13C		15q21.3	AMP	95	20261	0.5%	No
LRRN2		1q32.1	HOMDEL	26	20261	0.1%	No
TET2		4q24	HOMDEL	367	20261	1.8%	Yes
FGGY		1p32.1	AMP	242	20261	1.2%	No
LINC02513		4p14	AMP	142	20261	0.7%	No
RAB27B		18q21.2	HOMDEL	246	20261	1.2%	No
ACVR1		2q24.1	AMP	287	20261	1.4%	Yes
SLCO5A1		8q13.3	HOMDEL	87	20261	0.4%	No
TOP1		20q12	HOMDEL	78	20261	0.4%	Yes
NFIB		9p23-p22.3	AMP	243	20261	1.2%	Yes
DOCK4		7q31.1	HOMDEL	58	20261	0.3%	No
CPNE5		6p21.2	HOMDEL	86	20261	0.4%	No
CD200		3q13.2	AMP	221	20261	1.1%	No
SLC7A8		14q11.2	HOMDEL	354	20261	1.7%	No
FGF6		12p13.32	AMP	744	20261	3.7%	Yes
BIRC5		17q25.3	HOMDEL	50	20261	0.2%	No
FH		1q43	HOMDEL	129	20261	0.6%	Yes
PARD3B		2q33.3	AMP	283	20261	1.4%	No
ZMAT3		3q26.32	AMP	374	20261	1.8%	No
ACVR1B		12q13.13	AMP	558	20261	2.8%	Yes
CLCN7		16p13.3	AMP	303	20261	1.5%	No
TENT5C		1p12	AMP	204	20261	1.0%	Yes
CLMP		11q24.1	AMP	132	20261	0.7%	No
ASXL3		18q12.1	AMP	233	20261	1.1%	No
DDIT3		12q13.3	HOMDEL	121	20261	0.6%	Yes
NFE2L2		2q31.2	AMP	336	20261	1.7%	Yes
CCAR1		10q21.3	AMP	107	20261	0.5%	No
CPS1		2q34	HOMDEL	74	20261	0.4%	Yes
LIPC		15q21.3	HOMDEL	189	20261	0.9%	No
ADGRV1		5q14.3	HOMDEL	138	20261	0.7%	No
CSGALNACT1		8p21.3	HOMDEL	321	20261	1.6%	No
CACNA2D1		7q21.11	HOMDEL	43	20261	0.2%	No
SDHB		1p36.13	HOMDEL	579	20261	2.9%	Yes
TSC1		9q34.13	HOMDEL	362	20261	1.8%	Yes
HGF		7q21.11	HOMDEL	87	20261	0.4%	Yes
NDRG1		8q24.22	AMP	1258	20261	6.2%	Yes
GRM5		11q14.2-q14.3	AMP	298	20261	1.5%	No
CCN6		6q21	AMP	120	20261	0.6%	Yes
ERC2		3p14.3	AMP	76	20261	0.4%	No
VRK2		2p16.1	HOMDEL	91	20261	0.4%	No
PRR5		22q13.31	AMP	129	20261	0.6%	No
UGT1A8		2q37.1	HOMDEL	129	20261	0.6%	No
ULK4		3p22.1	AMP	103	20261	0.5%	No
SNX29		16p13.13-p13.12	HOMDEL	82	20261	0.4%	Yes
PRICKLE2		3p14.1	HOMDEL	250	20261	1.2%	No
PARD3		10p11.22-p11.21	AMP	147	20261	0.7%	No
COL23A1		5q35.3	HOMDEL	147	20261	0.7%	No
TEX14		17q22	AMP	524	20261	2.6%	No
TEX41		2q22.3	HOMDEL	60	20261	0.3%	No
LAMA1		18p11.31	HOMDEL	169	20261	0.8%	No
SUCO		1q24.3	AMP	527	20261	2.6%	No
ZNF536		19q12	HOMDEL	132	20261	0.7%	No
PRKG1		10q11.23-q21.1	HOMDEL	377	20261	1.9%	No
DUSP6		12q21.33	AMP	201	20261	1.0%	No
SLC6A6		3p25.1	HOMDEL	200	20261	1.0%	No
KIF16B		20p12.1	AMP	308	20261	1.5%	No
CNTN3		3p12.3	HOMDEL	227	20261	1.1%	No
SDK2		17q25.1	AMP	599	20261	3.0%	No
GRM3		7q21.11-q21.12	AMP	1454	20261	7.2%	Yes
MKLN1		7q32.3	HOMDEL	48	20261	0.2%	No
TFEB		6p21.1	AMP	755	20261	3.7%	Yes
NDUFA9		12p13.32	HOMDEL	111	20261	0.5%	No
KIF26B		1q44	AMP	815	20261	4.0%	No
RFC3		13q13.2	AMP	114	20261	0.6%	No
TBXT		6q27	HOMDEL	376	20261	1.9%	No
HECW1		7p14.1-p13	AMP	1423	20261	7.0%	No
TRPM3		9q21.12-q21.13	HOMDEL	208	20261	1.0%	No
CHEK2		22q12.1	AMP	371	20261	1.8%	Yes
A2ML1		12p13.31	AMP	297	20261	1.5%	No
ELP6		3p21.31	AMP	89	20261	0.4%	No
MGST2		4q31.1	HOMDEL	203	20261	1.0%	No
TADA1		1q24.1	AMP	535	20261	2.6%	No
IRF3		19q13.33	HOMDEL	189	20261	0.9%	No
FAT1		4q35.2	HOMDEL	520	20261	2.6%	Yes
DAG1		3p21.31	HOMDEL	225	20261	1.1%	No
ERG		21q22.2	AMP	588	20261	2.9%	Yes
DUSP4		8p12	AMP	450	20261	2.2%	Yes
HHIP		4q31.21	AMP	110	20261	0.5%	No
HIVEP3		1p34.2	AMP	346	20261	1.7%	No
XACT		Xq23	AMP	198	20261	1.0%	No
SEPT3		22q13.2	HOMDEL	438	20261	2.2%	No
SIPA1L1		14q24.2	HOMDEL	206	20261	1.0%	No
TBXAS1		7q34	HOMDEL	85	20261	0.4%	No
CEBPA		19q13.11	AMP	719	20261	3.5%	Yes
UHRF1BP1L		12q23.1	AMP	163	20261	0.8%	No
FUS		16p11.2	HOMDEL	175	20261	0.9%	Yes
SORL1		11q24.1	HOMDEL	198	20261	1.0%	No
PPM1E		17q22	AMP	401	20261	2.0%	No
PLEKHG1		6q25.1	AMP	124	20261	0.6%	No
PPTC7		12q24.11	AMP	255	20261	1.3%	No
NTHL1		16p13.3	HOMDEL	172	20261	0.8%	Yes
LRP2		2q31.1	HOMDEL	70	20261	0.3%	No
EMSY		11q13.5	AMP	306	20261	1.5%	Yes
PCAT19		19q13.2	HOMDEL	186	20261	0.9%	No
SRGAP1		12q14.2	HOMDEL	109	20261	0.5%	No
LRP2		2q31.1	AMP	151	20261	0.7%	No
CYP39A1		6p12.3	AMP	219	20261	1.1%	No
TOP1		20q12	AMP	1148	20261	5.7%	Yes
NSRP1		17q11.2	HOMDEL	109	20261	0.5%	No
MAPK10		4q21.3	HOMDEL	348	20261	1.7%	No
NBEAL1		2q33.2	HOMDEL	121	20261	0.6%	No
ASB15		7q31.32	HOMDEL	53	20261	0.3%	No
LINC02267		4q22.3	HOMDEL	209	20261	1.0%	No
CDC37		19p13.2	HOMDEL	254	20261	1.3%	No
KAZN		1p36.21	HOMDEL	578	20261	2.9%	No
ZMIZ1		10q22.3	AMP	247	20261	1.2%	No
PRDM1		6q21	HOMDEL	691	20261	3.4%	Yes
ADARB2		10p15.3	HOMDEL	748	20261	3.7%	Yes
FYN		6q21	HOMDEL	668	20261	3.3%	Yes
ZNF521		18q11.2	HOMDEL	220	20261	1.1%	Yes
TNFAIP3		6q23.3	HOMDEL	613	20261	3.0%	Yes
DUSP2		2q11.2	AMP	307	20261	1.5%	Yes
LRP1		12q13.3	AMP	495	20261	2.4%	No
GPR39		2q21.2	HOMDEL	78	20261	0.4%	No
RRAS2		11p15.2	HOMDEL	387	20261	1.9%	Yes
AADAT		4q33	HOMDEL	176	20261	0.9%	No
EVI5		1p22.1	AMP	88	20261	0.4%	No
KDM5C		Xp11.22	HOMDEL	479	20261	2.4%	Yes
NT5C2		10q24.32-q24.33	AMP	164	20261	0.8%	Yes
VPS13B		8q22.2	AMP	589	20261	2.9%	No
HSF2BP		21q22.3	HOMDEL	222	20261	1.1%	No
NRN1		6p25.1	HOMDEL	117	20261	0.6%	No
SGCD		5q33.2-q33.3	HOMDEL	100	20261	0.5%	No
AKT3		1q43-q44	AMP	1307	20261	6.5%	Yes
INO80E		16p11.2	HOMDEL	59	20261	0.3%	No
FGF4		11q13.3	HOMDEL	320	20261	1.6%	Yes
ARFRP1		20q13.33	AMP	1411	20261	7.0%	Yes
SLC15A1		13q32.2-q32.3	AMP	289	20261	1.4%	No
PANX1		11q21	AMP	179	20261	0.9%	No
GNA14		9q21.2	HOMDEL	199	20261	1.0%	No
KLF4		9q31.2	HOMDEL	333	20261	1.6%	Yes
MIR515-2		19q13.42	AMP	44	20261	0.2%	No
ACSS2		20q11.22	HOMDEL	26	20261	0.1%	No
CFAP47		Xp21.1	HOMDEL	353	20261	1.7%	No
MAP3K1		5q11.2	HOMDEL	336	20261	1.7%	Yes
FGF14		13q33.1	AMP	468	20261	2.3%	Yes
UTP20		12q23.2	HOMDEL	89	20261	0.4%	No
HMCES		3q21.3	AMP	217	20261	1.1%	No
CRCT1		1q21.3	AMP	1579	20261	7.8%	No
CROT		7q21.12	AMP	1421	20261	7.0%	No
U2AF2		19q13.42	AMP	336	20261	1.7%	Yes
SESTD1		2q31.2	AMP	140	20261	0.7%	No
HOXD-AS2		2q31.1	HOMDEL	48	20261	0.2%	No
AHCYL2		7q32.1	AMP	601	20261	3.0%	No
N4BP2L2		13q13.1	AMP	120	20261	0.6%	No
C6ORF132		6p21.1	HOMDEL	87	20261	0.4%	No
NOS1AP		1q23.3	AMP	945	20261	4.7%	No
IL6ST		5q11.2	HOMDEL	194	20261	1.0%	Yes
SUGCT		7p14.1	HOMDEL	133	20261	0.7%	No
RBMS3		3p24.1	AMP	95	20261	0.5%	No
PCDH9		13q21.32	AMP	106	20261	0.5%	No
DYM		18q21.1	HOMDEL	244	20261	1.2%	No
VWA8		13q14.11	AMP	223	20261	1.1%	No
KCNH7		2q24.2	HOMDEL	46	20261	0.2%	No
CNKSR3		6q25.2	HOMDEL	360	20261	1.8%	No
ASIC2		17q11.2-q12	HOMDEL	332	20261	1.6%	No
COL4A2		13q34	HOMDEL	555	20261	2.7%	No
CRYBB1		22q12.1	HOMDEL	267	20261	1.3%	No
SHISA9		16p13.12	AMP	240	20261	1.2%	No
KCNJ3		2q24.1	AMP	143	20261	0.7%	No
MIR548O2		20q11.23	HOMDEL	292	20261	1.4%	No
IMPAD1		8q12.1	HOMDEL	105	20261	0.5%	No
NAA25		12q24.13	HOMDEL	92	20261	0.5%	No
LINC01277		6q24.2	AMP	143	20261	0.7%	No
MYOD1		11p15.1	AMP	122	20261	0.6%	Yes
FGF12		3q28-q29	AMP	898	20261	4.4%	Yes
WDFY4		10q11.23	AMP	147	20261	0.7%	No
LANCL3		Xp21.1	AMP	66	20261	0.3%	No
GABRB1		4p12	AMP	147	20261	0.7%	No
LMNB2		19p13.3	AMP	275	20261	1.4%	No
DIAPH2		Xq21.33	HOMDEL	579	20261	2.9%	No
FBP2		9q22.32	HOMDEL	190	20261	0.9%	No
A2ML1		12p13.31	HOMDEL	71	20261	0.4%	No
LIPI		21q11.2	HOMDEL	142	20261	0.7%	No
CTNNA1		5q31.2	AMP	360	20261	1.8%	Yes
CRLS1		20p12.3	AMP	317	20261	1.6%	No
MYNN		3q26.2	HOMDEL	66	20261	0.3%	No
ASXL2		2p23.3	HOMDEL	128	20261	0.6%	Yes
ZYX		7q34	HOMDEL	54	20261	0.3%	No
USH2A		1q41	HOMDEL	98	20261	0.5%	No
PMFBP1		16q22.2	AMP	149	20261	0.7%	No
SLC16A7		12q14.1	AMP	222	20261	1.1%	No
FAM178B		2q11.2	AMP	124	20261	0.6%	No
SLC6A17		1p13.3	AMP	125	20261	0.6%	No
CEP350		1q25.2	AMP	506	20261	2.5%	No
MIR515-1		19q13.42	AMP	604	20261	3.0%	No
ZNF217		20q13.2	AMP	1597	20261	7.9%	Yes
NT5M		17p11.2	HOMDEL	271	20261	1.3%	No
CTNNA2		2p12	AMP	169	20261	0.8%	No
ENPP3		6q23.2	HOMDEL	239	20261	1.2%	No
CPE		4q32.3	AMP	104	20261	0.5%	No
MAP3K5		6q23.3	AMP	241	20261	1.2%	No
CDKN2C		1p32.3	HOMDEL	514	20261	2.5%	Yes
FBLN5		14q32.12	HOMDEL	251	20261	1.2%	No
PPA2		4q24	HOMDEL	218	20261	1.1%	No
TTLL11		9q33.2	AMP	223	20261	1.1%	No
VSIG1		Xq22.3	AMP	204	20261	1.0%	No
LRRN2		1q32.1	AMP	562	20261	2.8%	No
H3F3A		1q42.12	HOMDEL	49	20261	0.2%	Yes
MECOM		3q26.2	AMP	618	20261	3.1%	Yes
NAP1L4		11p15.4	HOMDEL	223	20261	1.1%	No
NIPBL		5p13.2	HOMDEL	80	20261	0.4%	No
